country,date,sector,MtCO2_per_day
Russia,2022-03-02,Ground Transport,0.63955
Japan,2022-03-03,Power,1.58658
United Kingdom,2022-03-03,Domestic Aviation,0.00619869
Japan,2022-03-03,Residential,0.529169
Russia,2022-03-03,Domestic Aviation,0.0353658
Russia,2022-03-03,Ground Transport,0.689791
Russia,2022-03-03,Industry,0.848177
Russia,2022-03-03,International Aviation,0.00521242
Russia,2022-03-03,Power,2.61924
Russia,2022-03-03,Residential,0.725081
United Kingdom,2022-03-03,Ground Transport,0.341663
United States,2022-03-03,Domestic Aviation,0.45443
United Kingdom,2022-03-03,International Aviation,0.0251639
United Kingdom,2022-03-03,Power,0.222298
United Kingdom,2022-03-03,Residential,0.296419
United States,2022-03-03,Ground Transport,4.73693
United States,2022-03-03,Industry,2.74622
United States,2022-03-03,International Aviation,0.162292
United States,2022-03-03,Power,3.79971
China,2022-03-03,Ground Transport,2.54262
United States,2022-03-03,Residential,2.07527
Japan,2022-03-03,International Aviation,0.0124758
United Kingdom,2022-03-03,Industry,0.204205
Japan,2022-03-03,Industry,0.863209
China,2022-03-03,Industry,11.7927
Japan,2022-03-03,Domestic Aviation,0.0167674
Japan,2022-03-03,Ground Transport,0.502472
China,2022-03-03,International Aviation,0.0237896
China,2022-03-03,Power,13.6609
China,2022-03-03,Residential,2.37571
France,2022-03-03,Domestic Aviation,0.00576764
France,2022-03-03,Ground Transport,0.351895
France,2022-03-03,Industry,0.208485
France,2022-03-03,International Aviation,0.0148076
France,2022-03-03,Power,0.133933
France,2022-03-03,Residential,0.288243
Germany,2022-03-03,Domestic Aviation,0.00481465
China,2022-03-03,Domestic Aviation,0.114336
Germany,2022-03-03,Industry,0.396266
Germany,2022-03-03,Ground Transport,0.436015
India,2022-03-03,Power,3.86837
India,2022-03-03,International Aviation,0.00959271
India,2022-03-03,Industry,2.11119
India,2022-03-03,Residential,0.427281
India,2022-03-03,Domestic Aviation,0.016558
Germany,2022-03-03,Residential,0.697589
Germany,2022-03-03,Power,0.942196
Germany,2022-03-03,International Aviation,0.0232595
India,2022-03-03,Ground Transport,0.827141
India,2022-03-04,Industry,2.00378
France,2022-03-04,Residential,0.398131
India,2022-03-04,Domestic Aviation,0.0180694
Germany,2022-03-04,Residential,0.725626
Germany,2022-03-04,Power,0.686505
Germany,2022-03-04,International Aviation,0.0280914
Germany,2022-03-04,Industry,0.329038
Germany,2022-03-04,Ground Transport,0.274893
Germany,2022-03-04,Domestic Aviation,0.00434039
India,2022-03-04,Ground Transport,0.734789
France,2022-03-04,Domestic Aviation,0.00622828
France,2022-03-04,Industry,0.225107
France,2022-03-04,Ground Transport,0.236496
China,2022-03-04,Residential,2.04986
China,2022-03-04,Power,12.2453
China,2022-03-04,International Aviation,0.0206289
China,2022-03-04,Industry,12.9316
China,2022-03-04,Ground Transport,2.32775
China,2022-03-04,Domestic Aviation,0.0372841
India,2022-03-04,International Aviation,0.0113071
France,2022-03-04,International Aviation,0.0182179
India,2022-03-04,Power,4.15153
France,2022-03-04,Power,0.115328
Japan,2022-03-04,Domestic Aviation,0.0232256
India,2022-03-04,Residential,0.320627
United States,2022-03-04,Power,3.49348
United States,2022-03-04,International Aviation,0.171156
United States,2022-03-04,Industry,2.80847
United States,2022-03-04,Ground Transport,3.35109
United States,2022-03-04,Domestic Aviation,0.363132
United Kingdom,2022-03-04,Residential,0.350612
United Kingdom,2022-03-04,Power,0.210178
United Kingdom,2022-03-04,International Aviation,0.0325985
United Kingdom,2022-03-04,Industry,0.169081
United Kingdom,2022-03-04,Ground Transport,0.262331
United States,2022-03-04,Residential,1.63286
Russia,2022-03-04,Residential,0.537766
United Kingdom,2022-03-04,Domestic Aviation,0.00483029
Japan,2022-03-04,International Aviation,0.0129942
Japan,2022-03-04,Power,1.19023
Japan,2022-03-04,Residential,0.438037
Japan,2022-03-04,Industry,0.725885
Russia,2022-03-04,Ground Transport,0.494783
Russia,2022-03-04,Industry,0.849707
Russia,2022-03-04,International Aviation,0.0020681
Russia,2022-03-04,Power,2.29225
Russia,2022-03-04,Domestic Aviation,0.0355766
Japan,2022-03-04,Ground Transport,0.455494
France,2022-03-05,Residential,0.178215
India,2022-03-05,Domestic Aviation,0.0184227
Germany,2022-03-05,Residential,0.301619
Germany,2022-03-05,Power,0.763023
Germany,2022-03-05,International Aviation,0.026836
Germany,2022-03-05,Industry,0.450788
Germany,2022-03-05,Ground Transport,0.448952
Germany,2022-03-05,Domestic Aviation,0.00550411
France,2022-03-05,Domestic Aviation,0.00594053
France,2022-03-05,International Aviation,0.0189408
France,2022-03-05,Industry,0.222332
France,2022-03-05,Ground Transport,0.350801
India,2022-03-05,Ground Transport,0.714447
China,2022-03-05,Residential,1.44177
China,2022-03-05,Power,11.0067
China,2022-03-05,International Aviation,0.0181962
China,2022-03-05,Industry,11.9505
China,2022-03-05,Ground Transport,2.22504
China,2022-03-05,Domestic Aviation,0.043939
France,2022-03-05,Power,0.0950328
India,2022-03-05,Industry,2.15285
Japan,2022-03-05,Industry,0.421518
India,2022-03-05,Power,4.21434
United States,2022-03-05,Industry,2.68818
United States,2022-03-05,Ground Transport,4.61432
United States,2022-03-05,Domestic Aviation,0.42126
United Kingdom,2022-03-05,Residential,0.234368
United Kingdom,2022-03-05,Power,0.277999
United Kingdom,2022-03-05,International Aviation,0.0332361
United Kingdom,2022-03-05,Industry,0.222021
United Kingdom,2022-03-05,Ground Transport,0.34017
United Kingdom,2022-03-05,Domestic Aviation,0.00659689
India,2022-03-05,International Aviation,0.0105525
Russia,2022-03-05,Residential,0.348911
Russia,2022-03-05,Industry,0.754311
Russia,2022-03-05,Ground Transport,0.559522
Russia,2022-03-05,Domestic Aviation,0.0428713
Japan,2022-03-05,Residential,0.270257
Japan,2022-03-05,Power,0.73291
Japan,2022-03-05,International Aviation,0.0105415
Japan,2022-03-05,Ground Transport,0.487867
Japan,2022-03-05,Domestic Aviation,0.0260559
India,2022-03-05,Residential,0.297662
Russia,2022-03-05,Power,1.81471
Russia,2022-03-05,International Aviation,0.00283584
United States,2022-03-05,Power,3.85545
United States,2022-03-05,Residential,1.24028
United States,2022-03-05,International Aviation,0.172689
China,2022-03-06,Domestic Aviation,0.0635843
Japan,2022-03-06,International Aviation,0.0126467
Japan,2022-03-06,Power,1.20753
Japan,2022-03-06,Residential,0.143585
Russia,2022-03-06,Domestic Aviation,0.056355
Russia,2022-03-06,Ground Transport,0.680052
Russia,2022-03-06,Industry,0.859788
Russia,2022-03-06,International Aviation,0.00358696
Russia,2022-03-06,Power,1.83749
United Kingdom,2022-03-06,Domestic Aviation,0.00617614
United Kingdom,2022-03-06,Ground Transport,0.290826
United Kingdom,2022-03-06,Industry,0.18037
United Kingdom,2022-03-06,International Aviation,0.0395936
United Kingdom,2022-03-06,Power,0.199799
United Kingdom,2022-03-06,Residential,0.17499
United States,2022-03-06,Domestic Aviation,0.425672
United States,2022-03-06,Ground Transport,4.55479
United States,2022-03-06,Industry,2.8301
United States,2022-03-06,International Aviation,0.191217
United States,2022-03-06,Power,4.92349
United States,2022-03-06,Residential,0.962565
Japan,2022-03-06,Industry,0.675949
Japan,2022-03-06,Ground Transport,0.497369
Russia,2022-03-06,Residential,0.184667
India,2022-03-06,Residential,0.284086
Japan,2022-03-06,Domestic Aviation,0.0233375
China,2022-03-06,Industry,10.8143
China,2022-03-06,International Aviation,0.0242456
China,2022-03-06,Power,11.2994
China,2022-03-06,Residential,1.39665
France,2022-03-06,Domestic Aviation,0.00617527
France,2022-03-06,Ground Transport,0.35713
France,2022-03-06,Industry,0.198837
France,2022-03-06,International Aviation,0.0213362
France,2022-03-06,Power,0.0675046
France,2022-03-06,Residential,0.0937292
China,2022-03-06,Ground Transport,2.18791
Germany,2022-03-06,Ground Transport,0.449655
Germany,2022-03-06,Industry,0.324762
Germany,2022-03-06,International Aviation,0.0321457
Germany,2022-03-06,Power,0.591535
Germany,2022-03-06,Residential,0.108392
India,2022-03-06,Domestic Aviation,0.0189925
India,2022-03-06,Ground Transport,0.820283
India,2022-03-06,Industry,2.23483
India,2022-03-06,International Aviation,0.0127137
India,2022-03-06,Power,4.20445
Germany,2022-03-06,Domestic Aviation,0.00602883
Russia,2022-03-07,International Aviation,0.00453398
Russia,2022-03-07,Industry,0.720185
Russia,2022-03-07,Ground Transport,0.339877
Japan,2022-03-07,Industry,0.668417
Japan,2022-03-07,Residential,0.113286
Japan,2022-03-07,Power,1.47129
Japan,2022-03-07,International Aviation,0.0133738
Russia,2022-03-07,Power,1.63828
Russia,2022-03-07,Domestic Aviation,0.063204
Russia,2022-03-07,Residential,0.116045
United Kingdom,2022-03-07,Power,0.176528
United Kingdom,2022-03-07,Ground Transport,0.275054
United Kingdom,2022-03-07,Industry,0.128368
United Kingdom,2022-03-07,International Aviation,0.0397711
United Kingdom,2022-03-07,Residential,0.163103
United States,2022-03-07,Domestic Aviation,0.378895
United States,2022-03-07,Ground Transport,2.83359
United States,2022-03-07,Industry,2.4763
United States,2022-03-07,International Aviation,0.194961
United States,2022-03-07,Power,5.30297
United Kingdom,2022-03-07,Domestic Aviation,0.00593387
Japan,2022-03-07,Ground Transport,0.456574
China,2022-03-07,Domestic Aviation,0.142386
India,2022-03-07,Residential,0.257308
China,2022-03-07,Ground Transport,2.5172
China,2022-03-07,Industry,9.77984
China,2022-03-07,International Aviation,0.0227922
China,2022-03-07,Power,14.0797
China,2022-03-07,Residential,1.32567
France,2022-03-07,Domestic Aviation,0.00718877
France,2022-03-07,Ground Transport,0.261964
France,2022-03-07,Industry,0.0577985
France,2022-03-07,International Aviation,0.0232938
France,2022-03-07,Power,0.0282899
France,2022-03-07,Residential,0.0929175
Germany,2022-03-07,Domestic Aviation,0.00389316
Germany,2022-03-07,Ground Transport,0.316072
Germany,2022-03-07,Industry,0.252218
Germany,2022-03-07,International Aviation,0.0326436
Germany,2022-03-07,Power,0.553087
Germany,2022-03-07,Residential,0.0707074
India,2022-03-07,Domestic Aviation,0.0170416
India,2022-03-07,Ground Transport,0.759789
India,2022-03-07,Industry,2.05951
India,2022-03-07,International Aviation,0.0131834
Japan,2022-03-07,Domestic Aviation,0.0247796
India,2022-03-07,Power,3.52602
United States,2022-03-07,Residential,0.903537
India,2022-03-08,Residential,0.260084
Japan,2022-03-08,Industry,0.801335
Japan,2022-03-08,International Aviation,0.0142875
Japan,2022-03-08,Power,1.88018
Japan,2022-03-08,Residential,0.113597
Russia,2022-03-08,Domestic Aviation,0.064866
Russia,2022-03-08,Ground Transport,0.658409
Russia,2022-03-08,Industry,0.844616
Russia,2022-03-08,International Aviation,0.00511101
Russia,2022-03-08,Power,2.03401
Russia,2022-03-08,Residential,0.105081
United Kingdom,2022-03-08,Domestic Aviation,0.00713039
United Kingdom,2022-03-08,Ground Transport,0.32714
United Kingdom,2022-03-08,Industry,0.125602
United Kingdom,2022-03-08,International Aviation,0.0399094
United Kingdom,2022-03-08,Power,0.176969
United Kingdom,2022-03-08,Residential,0.111985
United States,2022-03-08,Domestic Aviation,0.427289
United States,2022-03-08,Ground Transport,4.33712
United States,2022-03-08,Industry,2.94212
United States,2022-03-08,International Aviation,0.193096
United States,2022-03-08,Power,6.05489
Japan,2022-03-08,Ground Transport,0.493358
Japan,2022-03-08,Domestic Aviation,0.0257542
United States,2022-03-08,Residential,0.888532
India,2022-03-08,International Aviation,0.0129687
China,2022-03-08,Domestic Aviation,0.155826
China,2022-03-08,Ground Transport,2.53909
China,2022-03-08,Industry,11.7508
China,2022-03-08,International Aviation,0.0226517
China,2022-03-08,Power,17.9866
China,2022-03-08,Residential,1.32356
India,2022-03-08,Power,3.83174
France,2022-03-08,Ground Transport,0.299312
France,2022-03-08,Industry,0.132661
France,2022-03-08,International Aviation,0.0214595
France,2022-03-08,Domestic Aviation,0.00735854
France,2022-03-08,Residential,0.0849137
France,2022-03-08,Power,0.0741122
India,2022-03-08,Ground Transport,0.835531
India,2022-03-08,Domestic Aviation,0.0163253
Germany,2022-03-08,Residential,0.0704688
India,2022-03-08,Industry,2.18591
Germany,2022-03-08,International Aviation,0.0321321
Germany,2022-03-08,Industry,0.302798
Germany,2022-03-08,Ground Transport,0.425446
Germany,2022-03-08,Domestic Aviation,0.00511608
Germany,2022-03-08,Power,0.685528
Japan,2022-03-09,Industry,0.694946
Japan,2022-03-09,International Aviation,0.0140147
Japan,2022-03-09,Power,1.30136
Japan,2022-03-09,Residential,0.118083
Russia,2022-03-09,Domestic Aviation,0.065056
Russia,2022-03-09,Ground Transport,0.410859
Russia,2022-03-09,Industry,0.809204
Russia,2022-03-09,International Aviation,0.0056174
Russia,2022-03-09,Power,1.89941
United States,2022-03-09,International Aviation,0.197088
United Kingdom,2022-03-09,Domestic Aviation,0.00442052
United Kingdom,2022-03-09,Ground Transport,0.306157
United Kingdom,2022-03-09,Industry,0.130667
United Kingdom,2022-03-09,International Aviation,0.0401966
United Kingdom,2022-03-09,Power,0.167976
United Kingdom,2022-03-09,Residential,0.11685
United States,2022-03-09,Domestic Aviation,0.397037
United States,2022-03-09,Ground Transport,4.74221
United States,2022-03-09,Industry,3.38807
Japan,2022-03-09,Ground Transport,0.437285
Russia,2022-03-09,Residential,0.27315
India,2022-03-09,Residential,0.270117
France,2022-03-09,Residential,0.0896282
India,2022-03-09,International Aviation,0.0123241
United States,2022-03-09,Power,5.66135
China,2022-03-09,Domestic Aviation,0.0789524
China,2022-03-09,Ground Transport,2.41907
China,2022-03-09,Industry,12.6435
China,2022-03-09,International Aviation,0.0224618
China,2022-03-09,Power,14.6571
China,2022-03-09,Residential,1.42365
France,2022-03-09,Domestic Aviation,0.00646945
France,2022-03-09,Ground Transport,0.28268
France,2022-03-09,Industry,0.193359
France,2022-03-09,International Aviation,0.0235243
France,2022-03-09,Power,0.0840651
Germany,2022-03-09,Domestic Aviation,0.00361555
Germany,2022-03-09,Ground Transport,0.368372
Germany,2022-03-09,Industry,0.267429
Germany,2022-03-09,International Aviation,0.0327601
Germany,2022-03-09,Power,0.527238
Germany,2022-03-09,Residential,0.108929
India,2022-03-09,Domestic Aviation,0.0175522
India,2022-03-09,Ground Transport,0.764625
India,2022-03-09,Industry,2.35482
India,2022-03-09,Power,4.02491
United States,2022-03-09,Residential,0.91988
Japan,2022-03-09,Domestic Aviation,0.0216775
China,2022-03-10,Domestic Aviation,0.072179
Japan,2022-03-10,Power,1.32209
Japan,2022-03-10,Residential,0.11132
Russia,2022-03-10,Domestic Aviation,0.0525285
Russia,2022-03-10,Ground Transport,0.675176
Russia,2022-03-10,Industry,0.844408
Russia,2022-03-10,International Aviation,0.00527077
Russia,2022-03-10,Power,2.15501
Russia,2022-03-10,Residential,0.33512
United Kingdom,2022-03-10,Domestic Aviation,0.0074225
United Kingdom,2022-03-10,Ground Transport,0.330064
United Kingdom,2022-03-10,Industry,0.229627
United Kingdom,2022-03-10,International Aviation,0.037918
United Kingdom,2022-03-10,Power,0.244542
United Kingdom,2022-03-10,Residential,0.211123
United States,2022-03-10,Domestic Aviation,0.398002
United States,2022-03-10,Ground Transport,3.80331
United States,2022-03-10,Industry,2.62328
United States,2022-03-10,International Aviation,0.187121
United States,2022-03-10,Power,3.62981
Japan,2022-03-10,International Aviation,0.0118281
Japan,2022-03-10,Industry,0.733321
Japan,2022-03-10,Ground Transport,0.500215
Japan,2022-03-10,Domestic Aviation,0.0247338
China,2022-03-10,Power,12.5404
China,2022-03-10,Residential,1.72941
France,2022-03-10,Domestic Aviation,0.00577325
France,2022-03-10,Ground Transport,0.346256
France,2022-03-10,Industry,0.168264
France,2022-03-10,International Aviation,0.0205606
France,2022-03-10,Power,0.0895798
France,2022-03-10,Residential,0.180352
Germany,2022-03-10,Domestic Aviation,0.00483323
United States,2022-03-10,Residential,1.20037
Germany,2022-03-10,Ground Transport,0.319893
Germany,2022-03-10,International Aviation,0.0322228
Germany,2022-03-10,Power,0.549475
Germany,2022-03-10,Residential,0.338629
India,2022-03-10,Domestic Aviation,0.0184208
India,2022-03-10,Ground Transport,0.816553
India,2022-03-10,Industry,2.22421
India,2022-03-10,International Aviation,0.0116061
India,2022-03-10,Power,3.77046
India,2022-03-10,Residential,0.288347
Germany,2022-03-10,Industry,0.28948
China,2022-03-10,International Aviation,0.0171097
China,2022-03-10,Industry,11.7706
China,2022-03-10,Ground Transport,2.46516
United States,2022-03-11,Industry,2.55919
India,2022-03-11,Industry,2.10723
India,2022-03-11,Ground Transport,0.809943
India,2022-03-11,Domestic Aviation,0.018257
Germany,2022-03-11,Residential,0.411669
Germany,2022-03-11,Power,0.526108
Germany,2022-03-11,International Aviation,0.0277801
Germany,2022-03-11,Industry,0.259485
Germany,2022-03-11,Ground Transport,0.44853
